Trimmed Review,Rating
tldr   it is  fun game for  solo multiplayer  last part   campaign  do not expect anything complicated or nearly as interesting as  previous games  however   game can be incredibly fun at times which i can recommend  on  deep deep sale   game has it is really fun moments from time  time   graphics  sound  music  voice are really good which is why i did not write anything about them    i have tried writing this review  few times right now but there are so many things right  wrong with  game  however it does not  at anything   bad things are incredibly noticeable  annoying   keep in mind i only speak for  campaign   ai multiplayer part   game  that only     total players have finished  campaign in normal difficulty when reading other reviews   game with less than   hours which is  average playtime  it   speaking   campaign  i have   it in half as    quality  it changes drastically  note  missions take an average    minutes  complete  not  joke    missions   final boss  some missions may take even longer if looking  complete  side objectives     first half  it is  mess  boring  dull  confusing  you are just  into it with no   what is even going on or why you are doing  things you are doing   if you have not played  first two dow games  i have played them  finished  still had no idea  what was happening for  most part     game takes more than half   game  fully  its mechanics   player  so you are mostly locked into  units  game wants you  play  not what you may find fun or interesting or even allowed  experiment on your own with  different factions   missions drag for over   hour at times  however this is due      missions  which is for  most part  same except for  last mission   most missions start you up with your leader   few units   goal is  find  place  settle  base  then build units    enemy base  generators  towers   other buildings  on  map   this  as  building  is incredibly slow with limited resources  your generators taking forever  produce said resources  other missions start you up  same but it is   hold your ground  type  mission  these are  worst in my opinion  sometimes you just get overwhelmed by  attacks  not being able  produce defenses or units fast enough  all  this while trying  complete  side  all over  map with more enemies  which in turn requires you  build more units  take even longer  finish  some  these hold your ground missions even have      second half  once you get used   missions  how they  out  you can finish them  faster but still within          hour per mission   as  game  you are given  lot  free units  free resources throughout  map    need  wait for  generators  pump these resources  not only is it more fun  send your incredibly big army against  enemy  but also being able  use vehicles or different units as you experiment with them  this is  part in  game in which even though  missions drag on  you can actually have fun while doing them   there was one  mission which was    run stealth type  thing  which had  least combat but was  lot  fun  go through it    final mission was probably  most annoying   whole game  not only does it drag on forever but you are limited on  number  units you can use   final boss has some  attacks that pretty much  your leader   wasted opportunity for  good premise   ending is lackluster  definitely not worth  time spent on  campaign  there is no resolution    that was at hand  you do not get any  post fight     game just  ends in  very  way except for  one  that  ork says before      talking now about  units  they are nothing compared   previous games  mechanics  use are completely different  most   units feel unbalanced or useless  even  vehicles feel lackluster     elite units are  absolute best in terms  use  visually  most appealing however you do not get  lot    use them  their full   not even in multiplayer as  match is nearly over when you have enough points   them  most unit abilities can be completely ignored  not worth  micromanagement  them especially once you have  bigger army it becomes  mess  try  select  use your units abilities    game throws some faction mechanics that improve certain aspects  units or their  or abilities  this comes as   from  first mission you do not even know which units are which so you just select whatever seems nice  they are not only  waste  time but also annoying since you are mostly just   same over  over during  campaign once you eventually know which unit does what    story is  mess at first switching between factions with you not knowing what is going on or how they   each other  however this all comes   clear after  first half   game  then you understand not only their  but also what  them  it  however  game  characters out   air for plot armor that makes it very confusing again  know what is going on   game is worth at  very low price for  campaign   few fun  against  ai  can not speak for  online multiplayer which is what most people play for so it is  their  against  game  play without comparing it   other games   franchise  you will eventually have fun with it just  around  battlefield ,1
impossible  play   locked continue button isnt  wtf,0
great game  love it,1
campaign is okayish  but by far  worst dow ,0
it is fun  but  somewhat shallow game ,0
 game has alot  problems with it    no risk style campaign  no real    no last stand   what is does great at is   game play  no  just war  if you are playing with friends this would be amazing  sucks there will not be anything added  this but  online was just  bad idea  i think if they kept it like just  better better    had last stand this would have been  great game  if it had  risk style  campaign it  made dow dark crusade  ,1
solid rts with good cinematics  art   voice acting   campaign  you through  three factions  tries   you for multiplayer while taking you through  story ,1
what  say  it is an awesome game  fully enjoyable  more playable than other rts on   that  only on apm or  mechanics  good job,1
 story mode is short  simple  only  few challenges on normal  honestly   games i have played  on other   on hard it really is not that challenging   game  enjoyable none  less ,1
play all  these back   original ones ,1
disgusting ,0
while i play dark crusade  soulstorm more than any other game  this one was seriously   i feel    i will also admit  that i would love  see  single campaign with  originals with one huge uber world with all  maps  make up  seriously massive game      mod can not be impossible for that   but no    was not  bad game at all    they kind  tried  bring  game back   original style  but with   graphics  they honestly lost out on something that was  seriously major thing   but then i feel they also failed with company  heroes in much  same way ,1
campaign is super fun with    story line  unfortunately can not say  same for multiplayer aspect  this game  in  dow ii was  far  game in every way  i hope next version  dow series is more like dow ii ,1
personally i like    do not understand  hate it got at release  just  they kept  cover tactic from     would have  down  game play   made  battles  bit more tactical  if you can get it on sale its well worth  look ,1
this game is an insult       shame,0
one  my biggest regrets in life is this game failing,1
 worse dawn  war i ever played  what  waste ,0
good,1
very disappointing campaign  not  patch on dow i or ii,0
it is fun in   but in   it is fairly meh   if i could vote  ameh   i would  but since i can not  i am  no     single player game is   tedious   i do not play pvp  so perhaps it is brilliant there  but based on other reviews  i expect it is basically  game which  you for being an   hyper focused      which is fine  if you are one  those   otherwise  stay away ,0
first  all  im really sorry for   who made     cutscenes   ost  those are amazing  but  rest  total rubbish   their good work down in     beating  dead horse here im sure  but this game is so bad  i do not know what  say  just played   space marine  this  from  same developer  yet  differences could not be greater  space marine is    this is utter trash   they wanted  make    dota clone  it shows  angelos wears terminator armor with         around like   ball  utter    i can not recommend this even on sale  get   space marine  pass this waste  your time ,0
so when i picked this up  i was so  that this was called  dawn  war  i could not play it  they made  really unique  awesome franchise so generic  bland  now after  lot  patches i beat  campaign  it is more playable but still just generic rts  further  story is     cinematic with    is  best one in  game  like most    cinematics  are just like    at best   final fight was tedious   ending  as fuck  can we just agree that this was all  hoping   on  cash grab by building up  franchise so it had  good rep  then  this garbage  just make that   which now that i think about it is kind  on brand for games workshop    i would recommend you play total war  i mean its fantasy  not   but maybe we will luck out  they will make total war  ,0
i very much regret purchasing this game at full price     if you want large scale combat  play  first dawn  war     tries  play on  large scale but since every single unit type has multiple special abilities   gameplay mechanics becomes overwhelming  frustrating    if you want small unit combat  play  second dawn  war     tries  play on  smaller scale but  sheer   units on  screen at any given time makes this style  gameplay pointless     third    dawn  war tries  be both  it just does not work    single player campaign very much plays like  grind  i did not enjoy it at all   i am very disappointed that they have essentially destroyed  dow franchise in  same  as   who have in  past destroyed amazing franchises like command   conquer       is  total waste  time  money ,0
glad i picked it up on sale  any more money  i likely would have felt like i wasted my money  you might be  as  why i have   hours then  well  that is easy   campaign   certain redux mod   campaign is really meh  but i wanted  see it through  so i did  that took    hours   rest was using  redux mod for this game   that mod makes this game enjoyable for  time  but even that got  bit boring over time   pick it up when its on sale for  ,0
glad i paid    ,0
very bloody,1
burn    this game is  failure in all levels  it is not fun  it takes  squad base tactics  dow    makes them much worse     has as shitty voice actor   single player is boring   missions drag on   why was this game made    kids need  not be allowed  make games    here is how you fix dow   relic  bring back glory kills  bring back bases  actual bases  hero is need  be weaker  not  point   game  keep  squad level ups   make  really massive player game like in dow    which allows you  have real  for  blood ravens   world they fight on   or say fuck it make another game like this  fail again   relic i have played almost every game you have made from  on  this is below you ,0
not  same experience or feeling like  first   games but still  worthy   worth  money ,1
requires   play style than previous entries  this one is closer  straight rts than  rts small squad real time tactics    still pretty fun ,1
only played  campaign  here  pros  cons      good graphics  excellent animation   units  good warhammer feeling  means lots  war  death  action      story is ok  but  special     unit    units do not react while enemy units shoot them   is meh  you can  almost any mission with gathering  big army    enemy  boring   almost no  from  enemies on your base in  most missions  its pretty hard   enough  for  your units in some missions     game stopped  they even canceled content because it did not work well in  former   for example  elite units gain experience but can not increase in level anymore   overall i have had some fun moments with  game but can not  it because  all  flaws it has ,0
i wanted  best parts  one  two  i got  worst parts instead  whole things seems unfinished  few armies   boring hero  mechanics   not bad    graphics are good   writing is crap   story line is incredibly boring  linear  lack  choice really hurt this game  i bought this at full price  do not be   like me  do not buy it all ,0
it is fun,1
despite it is  lack  content  care from  developers    game is smooth  beautiful  it is not dow or dow ii but it has it is small qualities  there are plenty  extra maps  mods in  workshop  help put in  content that sega could not bother doing themselves  i recommend getting this game on sale  like i did when it was     using  revolution mod from  workshop for multiplayer   campaign is  made as well ,1
its not ok ,0
it is really not as bad as people   sad that dev is just gave up on it  i do   dev is for not  it  be as good as i could be  really needs balancing  space marines are  absolute god  not saying  other   races can not   just an  battle with      been playing dow since og release ,1
being  huge fan  all that is     fan    i did avoid this game due   bad reviews  but buying it on sale  completing  single campaign  it was not too bad  had  base building  large unit cap though there was something missing  but i am unsure what it was   graphics are good    skins are awesome  just wish it had more ingame close cutscenes like    you did not feel attached  any characters like  first two  plus you could see  ending plot twist   away after playing  first two games  though i will admit i am gutted there will be no more with  end     next   added races   i just wanted  play as chaos   ah well     ,1
what happen with elite experience   im  mission    all my elites are still in level   with   exp   going on   i earn exp in every mission  but at  next is   in all races my elites have   exp ,1
enjoyable with friends  only   this game is that you can only be   factions     missing  other factions   ,1
let us be real here  nothing beat  old games  i know  series lost fans after   but let us not look   horse in  mouth here  we got base building  good unit match ups  not great  not perfectly balanced  but good   really good resolution   servers are still up  people do still play  it is worth getting if your are  fan   series or  lore but not if you think it is gonna  dow  dow soulstorm ,1
bad game that  in  face off warhammer  ,0
you have    issues but worth its different kind  dow but fun,1
it definitely has its pros  cons but i think  game has  lot  potential  when i first played it i compared it heavily   other dow games  was not happy with my   although  seeing  game as its own product made me  that it does have  few    first off  graphics are great  there is  lot  consider   game mechanic  micromanagement wise  unit interactions   make  game more fun  enjoyable  buuuut there are    way that you can late game key units  like  imperial knight for example  is through  different resource that allows you  bring them out into  field  not so bad right  wrong   problem with this is that it takes forever  get that resource  you have  capture  specific  point  get it  so  if you want  play  late game unit then you have  do  well in  early game  hold onto that point against your opponent  have fun with that  another thing is that you only get three elites so you have  pick very  on who they are before   game  it requires  lot  thought because dow players are hard  play against  theres more  it but i do not wanna   game plus my  are tired ,1
fun  challenging in multiplayer   ,1
its fun ,1
game blows,0
this game moves further away from  base building     continues  smaller scale battles    both  these styles choices were moving in  opposite direction  what i wanted for me   lack   defenses in  campaign forces you  either  your  forces   or  in esports level  micro  keep on top  things   frankly  i am getting older  just do not want  play  game that fast paced   demanding  i play games    not hyper    quit    i  that this micro heavy direction was   attempt  attract  star craft   style esports crowd but it utterly turned me off   i think  elites  their art style were made  look like   alternative  dota  both  these likely  decisions  utterly flat for me    voice acting was okay but still  step down from   heroes  previous titles    ai was non  for your forces which you can expect  stand in place until death when shot    level design was okay at times but felt very   linear in nearly half   maps  i wanted  skirmish type battle which only  later in  final missions ,0
very nice for  singleplayer content  campaign is fun  has  warhammer feel  it  three races seem small in number  however not bad ,1
 in   that could  been great if relic bothered  update it in  same style as dawn  war  ,1
i got this game on   sale  still mildly regret it  while it has all     dawn  war game  it is missing  spark that made  previous games enjoyable    i bought  previous dow games purely for  campaign  still felt like i got my money is worth  i have now made it about halfway through this campaign  just can not bring myself  finish it  my biggest complaint so far is that army management is  chore  fair warning  i am typically  marine   player on starcraft  so micro managing is not really my   that being said  this game somehow has  worst  both worlds  there are more units used than in    several  those units each have special abilities that you will want  activate at key points in  fight  this requires keeping track  units easily    between them   hero units you will be using  this feels  with  increased size   army      while  army size increased   management tools have gotten worse  i was unable  find  via  game  or by sheer chance   ability  add  unit  an existing control group without having  remake  entire group  in previous games i have played  number creates  group   shift number adds  selected unit   previously created group  this is extremely  as you progress your army  make more units   same   without that ability  having something as simple as  control group for all your units becomes  chore  every  single  time  you make  new unit  you need  group everything back up  separate via    create new units  if you have units in multiple control groups  e   ranged  stealth  then it is even more      game seems  want you  create larger armies  but lacks  tools  enable this    in short  i would not recommend this game  anyone that is  fan   series  is looking for more single player content  it seems they have   have  best  both worlds  have failed     requires you  build  larger army   management tools do not enable you  do that easily   campaign lacks  customization  fun from  previous entry  just feels  bit flat  i have not tried  multiplayer  but that is not what i buy these games for  i would recommend  this one ,0
let up  our  in  moment   for  original  is gone forever   as  years go by   from  loss  such  has yet  be   that being said   is  better than   in every way  after getting through  first couple intro chapters   game opens up     joy starts  build  it may not capture   essence but in its attempt comes  spark  nostalgia   i find myself wanting more  if you are  fan   original  this game is on sale  grab it ,1
not good  get back  dow  ,0
 bit dull    bit buggy   it    or just crash outright fairly often ,0
lack  content but game just didnt get enough love for developers  add more but i enjoyed this game,1
  got his hands on  copy  gave it  me   game is not dow   or     good   i  i like  heroes  base building is back  looks    bad  almost all  it   factions instead    on base was  big     focus on  game being  friendly  them  remove  awesome synch kills because  synch killing unit is  which   balance  bit for  longer  ones  who thought that was  good idea    game is  so we will not even get more races    only part i liked was  heroes system although they feel  powerful    final score it gets   on  scale where   is perfectly average   it should have released with   factions as  base ,0
not much   sense  achievement with this one  story  along  progress only depends on how many units you can throw at  enemy  not enough  on unit variations  abilities in terms  strategy  certainly better games  its type out there ,0
i got this game on sale    believe  reviews for this game  story is awesome af btw,0
 campaign is boring  slow   tedious   unit control feels terrible ,0
this is  hard one  make an opinion about  it feels like company  hero is  but less if that makes any sense  it is got  less faction  in fact it only has   groups  space marines  eldar   ork  in dawn  war there are   groups with souls storm  in dawn  war   there is   groups  now there are   groups  that is bad  there are new mechanics that make  game fun  but at  same time you can not get  full experience in any game  it also hurt  game that half  everything is locked off  if you want  play  campaign just youtube it  if you want fun with lots  options  groups play dawn  war     ,0
good game,1
i like when big angry  does cool flips in air,1
its cool,1
i love dawn  war games,1
it  good at  start but what  let down   game  have been dawn off war for  lot years now  am  for my refund can  tell how it takes  get ya money back ,0
i am glad that elites are now unlocked ,1
my god its slow  boring without mods  every mission in  is   minutes  waiting for resources   another   minutes  your troops trying  kill  single troop  your enemies  every skirmish is  same   you wait for god  amount  time  get resources for  single unit   then watch how  space marines try  kill orc troop for    minute   this is literally unplayable without revolution mod   i highly recomend   it  because it makes skirmishes so good  you will not be able  play original game again  if only original game was like this ,0
i have played all  dow so far  this one is not terrible but it is by far  worst  playing as  eldar  which i  enjoy  is just frustrating as it takes them   be able  do anything  it is  only game   series i gave up playing simply because it was not all that enjoyable  even though i did spend   hours on it   bring back  way  first one played ,0
in addition   other reviews     i am  nobody said anything about lol like graphics  especially  heroes  giving thumbs up only in condition  sale buy  if you are  big fan      about  game ,1
i have played all  dawn  war games  this one is pretty fun  would not call it  best out  all  them but pretty fun ,1
good game  ,1
i am so disappointed  if you ever played any other warhammer strategy game  you will be completely  by this game  here is  quick summary why      knights  uber units     that kinda   lore  bit  thats one big thing that was missing in previous warhammer games  negative  you army is completely useless  be honest   there is no balance   your units have no value at all  feel more like   especially  space marines should be these super  but fail do anything but   enemies   campaign     no dedicated campaign but more   gathering  skirmishes  where did   story writing from dawn  war   go  where did  campaign map from dawn  war    dark crusade  soulstorm  go     from dawn  war   gone  base building like in dow   gone  i guess my point here is  that they tried  create  completely new   this was not requested  we loved  way on how dow      worked   details   love  that went into these dows were fantastic ,0
i bought it  i played once   i never asked for money return  worst game  do not waste your time money  if some one know    have  money back  please tell me  i played   hours since i bought it ,0
got it for    still felt cheated    put it off because my friends who play warhammer games would not really touch it  i liked  use warhammer games  play when i can not go  my game groups  i see why they will not,0
looked great  felt like  dawn  war game  some design decisions make it feel  bit  down between an rts   moba  still was an interesting experience considering i got it on sale ,1
this  good game if you like your rts games   campaign is pretty decent  i have played enough  enjoy it   only really bad thing i have  say about this game is  wish it could be more like  original dow series  it is an improvement from dow   but nothing like  originals   overall its  step in  right direction  any  or new dow fans will still get enjoyment from it ,1
this game is fun but i would not recommend it unless you find it really cheap because  game play gets  very quickly,0
enjoyable  play rts with  great warhammer   feel ,1
terrible game ,0
i as  huge dawn  war fan finally decided  get this  play it during   despite  terrible reviews  online   was not worth   do not waste your money   i  do not waste your money     gameplay   average  only campaign as multi player isnt working  graphics   barely updated with less gore  less actual interactions between enemy characters  bugs   half  titans get stuck or can not attack units,0
oh sega  where do i start  all you had  do was take dawn  war  give it this game graphics  that was it  instead  we got  campaign that flips between who knows where  who knows what  terminators front flipping into orks because that is  thing now  eldar that are  well useless because eldar   stupid ork upgrade mechanic that makes no  because most scrap is in  battle  they get  while doing their little   seconds   through   shit oh i mean scrap  which is what relic let sega do  this glorious franchise  dow had twice as much content in it is first instalment than this piece  work  wanna know why  aside from  chaos space marines because you know  relic forgot about dawn  war   chaos rising canon  instead  we get gabriel smashing up stuff due      has forgot that  warp  his chapter   gorgutz somehow coming back from god knows where   some eldar that are  i do not even know why they are here  so in all in  sega gave us  gold old finger instead    game  wait  is this ea  no no  it can not be right  relic  with ea  ,0
great strategy game  fun story based in  history   warhammer series  have not played  others but fairly easy  get into  excellent graphics  fun gameplay  however multiplayer  skirmishes   close    lane based moba   actual game mechanics can be fairly complicated as well    lot  micro management  key     took me  while  get into  work out how  start   best play style for each faction  if you are looking for  good rts then definitely worth  play  however expect it  be more simplified in gameplay  but more complicated with heroes  abilities  which  game heavily depends on  than   or  etc ,1
no necrons  no dark eldars  no tau empire  no chaos spacemarines  no    fun i guess if you like graphics  playing with only   races     rich universe  warhammer  better   dow   ultimate apocalypse ,0
not as good as  original but still fun for  casual play through ,1
it is not  bad game    but if you have played dawn  war      you will not like it at all    instead  going forward they are  back   more  less   for me it is  franchise killer,0
much better than  reviews would indicate  this is  really good rts   fun  play campaign  cool units heroes    overall this is  great game  i recommend it ,1
 franchise killer    warning sign     dawn  war   is  last game relic has made   it is almost impossible   all  things wrong with this entry      in detail  its shortcomings  flaws      is  stuff  hour plus youtube video      with  examples     is points   avoid it   at any price it is  disappointing waste ,0
campaign provided   no experience at all for my elites  either this is  bug  which is  sign    or this was patched   make it harder  level up elites  which is  sign      my experience with this game has been    than i  from reading  mixed reviews      updated review    having completed  campaign  played   skirmishes against  ai  my complaint  has become less clear  i still do not recommend  game  but for  different reason that i will get  at  end   game is playable  good even  if it were not  dawn  war game  it might have    it makes sense for me  start at  beginning   intro video  have you ever looked at  piece  art that looks pretty  but you say  yourself   i do not get it   that is how i felt when i saw  intro  at  end   campaign  it makes more sense  now i can say  i do not like it  instead   i do not get it    but on  some  campaign       varied missions  more varied than dow   or   i can not immediately recall two missions in dow   that played  same      missions  you how  play each faction  dow   does this better than most rts games i have played  due in part  mission variety      terribly    story   plot twist at  end   campaign is   plot twist in warhammer   i mean it  until you get there   campaign does  poor job  out  characters or  story  i had  go on     out why  chapter master   space marines would be so   even     regular human   solaria  when he wears his  for an  on his     ending  well  it just feels wrong in    game      elite units are mostly fun  there is an ork mission toward  end   big gate you should   purely by chance  i brought an  elite that can    gate  so i played  whole mission never smashing open  gate  i do not know if it would have made any difference  but it was fun that i could do it        couple  cheap ai mechanics  mostly toward  end when  re   enemy units are  as  new faction       really nice   dow retribution in  last mission      voice acting is  quality than dow      especially gabriel angelos  gorgutz  angelos  voice is so deep   i half expected him  rip off his power armor  show off his  like an action movie hero  gorgutz   be simultaneously less fun  more  than  ork  in dow    so as i played  campaign  i found  mission themselves enjoyable  but i could not bring myself  care  there was no    this is almost  exact opposite  dow      whose missions get repetitive pretty fast  but whose plot  characters really keeps  game moving forward  as  fan   first two games  this was  huge letdown   yet  for someone who is not    fan   shortcomings   campaign plot likely are not as obvious  it might even be  good  feel good campaign   i have only played  limited number  skirmishes  what i found are these      elites  doctrines add  fun new layer   existing rts formula  if  game were not dead  more elites were added  they might even have created   game      diverse play styles for different factions   differences go  than dow   or   due    new mechanics  drop pods   scrap    webway  soul recall   other smaller unique features      moba  i do not think  power core maps were   be moba  moba games are  not by    towers   core  be destroyed  but rather  emphasis on single unit      neither is  enough in dow      power core maps  i think these maps were just relic is attempt   units into bigger fights  them all over  map  capture control points      why no  point control maps      dow   could have had great  or at least fun    rts  moba gameplay  i think not having  more dedicated moba mode does not count as  minus since it is not   dow   gameplay  it is more   missed opportunity   my problem with  dow   single player can be  with my problem with its intro video  there is good game here  just not  good dow game  possibly  adopt  more        devs     soul  this game  good level variety  fun game play mechanics can not fix that  just as  intro video is simultaneously well made  pointless    multiplayer  or for me  skirmish   is also ok   elites add an interesting new layer   game play  i guess like  super    day rts  it is not quite fleshed out  with more improvements  it might have become great  with more effort   multiplayer could have evolved into separate traditional rts  fun moba game modes  that is not going  happen now   here  my reason for not recommending dow   not because  game is so bad it is not even worth it on sale  but    individual developers    with  game is   i mentioned in  beginning that i  next  no xp for my elites in  campaign  i also could not earn any xp in   maps  i think they were patched out  here is  thing   only people who even care   xp for elites  including achievement   are people who want more out   game  they likely make up  majority   people who still care about  game   devs could easily have gotten rid   skulls  unlocked most elite features without making it harder  elite up elites  which now has almost no gameplay  anyway  instead  they gave  big middle finger  this group  for  game where    players completed  campaign  fewer than half even bothered  finished  third mission   devs did not just burn their   they    so nothing would ever  again   i am so glad philippe boulle left relic ,0
just  copy paste mechanics  nothing too great  all factions are  in terms  building  unit   is just  look   ,0
good,1
much better than  reviews would indicate  people were just mad it had some aspects that  like  but  entirely differently than  moba ,1
playing this game reminds me  when i saw my     when i was  it seemed  lot bigger  better  but as an  i  it is nothing special ,0
not like soulstorm do not recommend,0
great game  please add more content factions    ,1
its shit,0
cheap starcraft  set in    universe  everything feels wrong in connection   setting ,0
first  all  this game is  disgrace for  warhammer   dawn  war franchise  bruh like   all we wanted was more races  play  that same old mechanics from first dawn  war  btw this whole thing could have been  by  few updates buuuut  developers abandoned  game   so do not ever spend  dollar on this game  let us hope they will learn from their   make  better sequel,0
wanted  love it but just no,0
no decent cinematics    battle campaign  in one for all three races   space marines models look like they were  from dow_ii   only three   vs numerous back in dow  dow_ii    when i look at starcraft it makes me so sad  because   deserves  be even better   but its not even close     only thing i liked is how some orcs units  buildings were made ,0
please read  this game is fixed    has  been removed normal  mode is back  game is way better now ,1
its  good  those retards are just baby ,1
its good,1
lovely game after patches   ,1
bad,0
 game is futuristic  very well made in detail   game play is dynamic  diverse  there are many different  that  player can experience  game in connection with units tactics     game has depth   in    warhammer universe  in  new  way    it has   vision  value   franchise   it is sad  see that  lot  people are  with  new angle   game   i understand  appreciate  games    prior  this one   but development  change are always  ,1
good  game,1
get  go     campaign sucks  no loot  no hero leveling as in dowii  no    achievements are buggy  do not unlock  only   playable races  tries  be moba  really  fail   this is really disappointing about   steps backwards especially after games like dowii  company  heroes    assault   go back  play  good ones    assault  soul storm  dark crusade  dowii expansions   sega        its    on     on its way out   ,0
really good  although   was better  they made maps  small in   could have been great ,1
rip dead  never  rise again   real shame though  i feel like  game had potential but  devs tried  turn it into an rts moba hybrid that just didnt work out  story is so  it is just sad  achievements are just finishing  story  grind every elite   level can be easily done with mods  ,0
can not understand all  hate for this game great story good graphics amazing ost  great battles based mostly on micro  ok its  bit different from other dow  rts games but  doesnt mean bad  dow   in his own way is  great game ,1
i did not play warhammer   series before  as   i can say this game is quite good  most  negative reviews are from warhammer fans  when this game does not  their expectation,1
not  big fan   moba elements  very nearly would have preferred   company  heroes ,0
it is good   enjoyed  story  if you like   then  probably like it ,1
good but needs  other races,1
i get it that some people would hate on this game  but for me it is  fun game  ,1
people talk so bad about this game  but have  what dawn  war ii was when it launched  what dawn  war i was when it launched  there were plans  make add ons for this game just like they did with dawn  war ii  add races  campaigns that would have more choice   content within  but this was supposed   us over until then  now  now it is dead  it is sad how  we have all become  we used  just love warhammer  now it is   do better or fucking kill yourself games workshop        i was  bit disappointed too until i  how dow ii was at launch  only game that had  few more races at launch was dow i  that was because no expectations were on them  deliver it   dow ii was   update graphics  ship it out with  quick campaign while learning how  work with  slightly newer system  same thing happened with dow iii but nobody wants  talk about that  just about how they are   everything they want now ,1
if you like games like starcraft ii  warcraft    command   conquer  you will feel at home ,1
please include more race like imperial    tau  dark eldar  chaos  this could be more fun  then make it more strategy gameplay like dow  ,1
warhammer dawn   fails  live up   standards set from previous versions   micro managing is hard lack  other factions  limited amount  units available   textures look cartoony but  shot graphics are good   campaign is bad  i did not feel  love into this game this is  by  spacemarines  being completely off  i give it  thumbs up because its worth     good time   i only plan on finishing  campaign  thats it ,1
they   mass army s from  first game  combined it with  special ability s from    game added  few more features for  race then remove some health  main units making micro  main thing  master for  competitive scene how ever they never fixed all  animation  ai bugs that make characters stuck on other characters or just stuck in an animation loop totally  out  micro   if they just used  month  this game it should have been great  ready for  small e  scene,0
good game ,1
 first two are better  i do not really like this game much  might finish  campaign  might not  prolly just gonna play more dow ii,0
so i have been  dow fan since  first  as i am sure many here have  i have  buying  game for  number  reasons  but honestly upon playing it  i  it was because i kept comparing it   first dow  in its own right  if it  before  first dow style game  i would have loved this game  at  discount  i feel like this is  good purchase for any fan who loves  dow franchise   campaign is somewhat short  but i felt like  missions were varied enough  keep it interesting   as  game is no longer being  however  i have  recommend it only at  discount for true fans   franchise ,1
if you are      its  good enough   pick up    i would wait for  sell  for everyone else looking for  solid rts experience    i would go some where else ,1
great looking game  i preferred  squad feel   second one but going back  traditional rts is still awesome     especially warhammer universe ,1
how  butcher good      in one step  this   when i was playing in   i could not stop  after playing      i had enough  stop playing it for  long time  when i came back  try again  give  shot  it is still not playable  very sad  be honest ,0
after coming off  dawn  war  its sub titles  jumping into this game felt pretty similar    ameh   i heard dow iii played very   dow so i went back   myself on how it played versus dow ii  its sub titles   graphics are great  sound i think comes across as   nothing in  game really  out when     or melee occur   factions are  start  eldar feel   desperate for micro management  orks are orks  space marines are clunky  not in  good way  they came across as  least  than anything   storyline was not really engaging  i play dawn  war  experience  stories   warhammer universe  i think dawn  war  dark   soulstorm  more intriguing story    which they really did not  i did not care enough  try  get  titan    were   did not care about those either    overall i was looking forward   game but left with my    so  speak  i hope something helps in  future  make me want  come back  it    workshop will do what workshop do  all  content  on there  thanks for putting out   content that i feel should have been in  base game ,0
these  do not burn in  fire ,0
i personally enjoyed  time i had with it  i hope relic will pick this game back up again,1
this is not  dawn  war game  dawn  war was amazing  dawn  war two was    different  but at least it still kept with  spirit  this  is some sort  husk   corpse   once great franchise  abandoned by relic  buy at your own risk  it will not change from here ,0
what an  game  i would recommend this  anyone who has ever been involved in  warhammer   universe  not only is  campaign well written   multiplayer is smooth  so much fun  pity  game devs stopped any new content from being   i would pay top  for new content  dlcs    ,1
i like some   new units   i am  eldar        game so good  see  fleet   mechanics      graphics are good   i enjoy  storyline lore    i have only played  first   missions but have liked what i have seen so far   although i think i would have preferred separate single player campaigns for each   races  i do not really do online     my favourite dow is probably  dark crusade with  nice blend    several races  do choose from ,1
 good game  there are options  make it just like  past dows if you are   change  kind  like   skill takes time but is rewarding ,1
ok  so this is another  example  how one   completely  opinion can    or     game on its release  so far all    towards  game in  negative review  is just  bunch   who are very pissed  not have    dawn  war    not  new game which opens  new     would this game not be   it wouldnt  just   storm it did     devs have shit  say either  im in no way  them  they could have      known  community  warhammer   fanbase which i hate   myself   not do   out move with  any support on  game   game is very fun  campaign is very interesting  cool new animations   scale  battle is increased so drastically that it is   as  up as apocalypse mod for soulstorm         matches are very dynamic  you increase  scale  battle with time  for    three  fighting each other like in    you have insane mechanic  elite units too  game is worth its full price in my opinion   get it on  discount ,1
please upvote   keep this  alive   please sega  relic  feral  do not leave this game  i have very good reasons    this one is    bit  i know but i loved it  i would like  see more  like new race   campaign or other mods    modders in workshop also very good  needs more  by trying  liking maybe their work anyone who can  this genre because      this is  fantastic mix  different rts       only has  huge fanbase  people  including me   also  rts  moba players like    gathering    or as i say requisition  energy    race        i mean orc  human    i think huge target  people would give it  try especially if you come again with some  expansion maybe  i would  recommend  share  just like now  thank you in advance,1
played for about     game looks terrible  feels terrible  play  its  shame i loved dow  ,0
no tactics or cover  just make  big ball  units   up  map  shame really ,0
